date,aircraft_registration,aircraft_type,type_of_occurance,place_of_occurance,status,report,report_link,geocode,latitude,longitude,formatted_address
"December 21, 2016",RP-C9928,Airbus 321-231,Tail strike following a bounced landing,"Mactan-Cebu International Airport, Cebu",On-going,Interim Report,http://www.caap.gov.ph?download=7924,"{'address_components': [{'long_name': 'Mactan-Cebu International Airport', 'short_name': 'Mactan-Cebu International Airport', 'types': ['airport', 'establishment', 'point_of_interest']}, {'long_name': 'Lapu-Lapu Airport Road', 'short_name': 'Lapu-Lapu Airport Rd', 'types': ['route']}, {'long_name': 'Lapu-Lapu City', 'short_name': 'Lapu-Lapu City', 'types': ['locality', 'political']}, {'long_name': 'Cebu', 'short_name': 'Cebu', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Central Visayas', 'short_name': 'Central Visayas', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}, {'long_name': '6016', 'short_name': '6016', 'types': ['postal_code']}], 'formatted_address': 'Mactan-Cebu International Airport (CEB), Lapu-Lapu Airport Rd, Lapu-Lapu City, 6016 Cebu, Philippines', 'geometry': {'location': {'lat': 10.3106556, 'lng': 123.9802214}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 10.3120045802915, 'lng': 123.9815703802915}, 'southwest': {'lat': 10.3093066197085, 'lng': 123.9788724197085}}}, 'place_id': 'ChIJ3yW9O2GXqTMRwTKES0Vh0Is', 'plus_code': {'compound_code': '8X6J+73 Lapu-Lapu City, Cebu, Philippines', 'global_code': '7Q258X6J+73'}, 'types': ['airport', 'establishment', 'point_of_interest']}",10.3106556,123.9802214,"Mactan-Cebu International Airport (CEB), Lapu-Lapu Airport Rd, Lapu-Lapu City, 6016 Cebu, Philippines"
"October 25, 2016",RP-R5835,AGCAT G-164A,Forced landing due to loss of engine power,"Brgy. Licanan, Panabo City, Davao del Norte",On-going,Interim Report,http://www.caap.gov.ph?download=7934,"{'address_components': [{'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Brgy. Upper Licanan Panabo City, Philippines', 'geometry': {'location': {'lat': 7.3087068, 'lng': 125.6841202}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 7.310055780291502, 'lng': 125.6854691802915}, 'southwest': {'lat': 7.307357819708497, 'lng': 125.6827712197085}}}, 'place_id': 'ChIJrYEgOrJF-TIR3Xhq4_JaTmA', 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}",7.3087068,125.6841202,"Brgy. Upper Licanan Panabo City, Philippines"
"October 21, 2016",RP-C7838,Cessna 172M,Collision with Zip Line,"Santiago Cove, Brgy. Sabangan, Santiago, Ilocos Sur",Completed,Summary,http://www.caap.gov.ph?download=2970,"{'address_components': [{'long_name': 'Santiago', 'short_name': 'Santiago', 'types': ['locality', 'political']}, {'long_name': 'Ilocos Sur', 'short_name': 'Ilocos Sur', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Sabangan, Santiago, Ilocos Sur, Philippines', 'geometry': {'location': {'lat': 17.2865573, 'lng': 120.4353705}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.2879062802915, 'lng': 120.4367194802915}, 'southwest': {'lat': 17.2852083197085, 'lng': 120.4340215197085}}}, 'place_id': 'ChIJhYZwNlMRjjMRlsZCd6OrOQE', 'plus_code': {'compound_code': '7CPP+J4 Santiago, Ilocos Sur, Philippines', 'global_code': '7Q927CPP+J4'}, 'types': ['establishment', 'point_of_interest']}",17.2865573,120.4353705,"Sabangan, Santiago, Ilocos Sur, Philippines"
"September 26, 2016",RP-C7252,ATR 72-212A,Fire on landing gear tires,"Runway 22 Mactan-Cebu International Airport, Philippines",On-going,Interim Report,http://www.caap.gov.ph?download=7941,"{'address_components': [{'long_name': 'Mactan-Cebu International Airport', 'short_name': 'Mactan-Cebu International Airport', 'types': ['airport', 'establishment', 'point_of_interest']}, {'long_name': 'Lapu-Lapu Airport Road', 'short_name': 'Lapu-Lapu Airport Rd', 'types': ['route']}, {'long_name': 'Lapu-Lapu City', 'short_name': 'Lapu-Lapu City', 'types': ['locality', 'political']}, {'long_name': 'Cebu', 'short_name': 'Cebu', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Central Visayas', 'short_name': 'Central Visayas', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}, {'long_name': '6016', 'short_name': '6016', 'types': ['postal_code']}], 'formatted_address': 'Mactan-Cebu International Airport (CEB), Lapu-Lapu Airport Rd, Lapu-Lapu City, 6016 Cebu, Philippines', 'geometry': {'location': {'lat': 10.3106556, 'lng': 123.9802214}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 10.3120045802915, 'lng': 123.9815703802915}, 'southwest': {'lat': 10.3093066197085, 'lng': 123.9788724197085}}}, 'place_id': 'ChIJ3yW9O2GXqTMRwTKES0Vh0Is', 'plus_code': {'compound_code': '8X6J+73 Lapu-Lapu City, Cebu, Philippines', 'global_code': '7Q258X6J+73'}, 'types': ['airport', 'establishment', 'point_of_interest']}",10.3106556,123.9802214,"Mactan-Cebu International Airport (CEB), Lapu-Lapu Airport Rd, Lapu-Lapu City, 6016 Cebu, Philippines"
"September 4, 2016",RP-C3560,Cessna 172S,Controlled flight into terrain (CFIT),"Brgy. Sto. Niño, Magalang Pampanga",On-going,Interim Report,http://www.caap.gov.ph?download=7944,"{'address_components': [{'long_name': 'Luis Dizon Dr', 'short_name': 'Luis Dizon Dr', 'types': ['route']}, {'long_name': 'Magalang', 'short_name': 'Magalang', 'types': ['locality', 'political']}, {'long_name': 'Pampanga', 'short_name': 'Pampanga', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Central Luzon', 'short_name': 'Central Luzon', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Luis Dizon Dr, Magalang, Pampanga, Philippines', 'geometry': {'location': {'lat': 15.236989, 'lng': 120.7083096}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 15.2383379802915, 'lng': 120.7096585802915}, 'southwest': {'lat': 15.2356400197085, 'lng': 120.7069606197085}}}, 'place_id': 'ChIJOQZLxKvoljMRx4kEMDc59Cc', 'plus_code': {'compound_code': '6PP5+Q8 Magalang, Pampanga, Philippines', 'global_code': '7Q726PP5+Q8'}, 'types': ['establishment', 'point_of_interest', 'university']}",15.236989,120.7083096,"Luis Dizon Dr, Magalang, Pampanga, Philippines"
"July 12, 2016",RP-R3100,PA-36-375,Departure Stall,"Brgy. Sampao, Kapalong, Davao del Norte",On-going,Interim Report,http://www.caap.gov.ph?download=7947,"{'address_components': [{'long_name': 'Davao del Norte', 'short_name': 'Davao del Norte', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Kapalong', 'short_name': 'Kapalong', 'types': ['locality', 'political']}, {'long_name': 'Davao Region', 'short_name': 'Davao Region', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Kapalong, Davao del Norte, Philippines', 'geometry': {'location': {'lat': 7.5868641, 'lng': 125.6494444}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 7.588213080291501, 'lng': 125.6507933802915}, 'southwest': {'lat': 7.585515119708497, 'lng': 125.6480954197085}}}, 'place_id': 'ChIJH7DgS8y2_jIR8EaA9XxQKq8', 'plus_code': {'compound_code': 'HJPX+PQ Kapalong, Davao del Norte, Philippines', 'global_code': '6QV7HJPX+PQ'}, 'types': ['establishment', 'point_of_interest']}",7.5868641,125.6494444,"Kapalong, Davao del Norte, Philippines"
"July 9, 2016",RP-R5898,Allied Ag-Cat 164A,Forced Landing due to loss of engine power,"Tubay Airstrip, Tubay Cabadbaran, Agusan Del Norte, Philippines",On-going,Interim Report,http://www.caap.gov.ph?download=7950,"{'address_components': [{'long_name': 'Doña Rosario Airport', 'short_name': 'Doña Rosario Airport', 'types': ['airport', 'establishment', 'point_of_interest', 'premise']}, {'long_name': 'Asian Highway 26', 'short_name': 'AH26', 'types': ['route']}, {'long_name': 'Tubay', 'short_name': 'Tubay', 'types': ['locality', 'political']}, {'long_name': 'Agusan Del Norte', 'short_name': 'Agusan Del Norte', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Caraga', 'short_name': 'Caraga', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Doña Rosario Airport, AH26, Tubay, Agusan Del Norte, Philippines', 'geometry': {'bounds': {'northeast': {'lat': 9.174322199999999, 'lng': 125.5609256}, 'southwest': {'lat': 9.1650151, 'lng': 125.5598313}}, 'location': {'lat': 9.170142799999999, 'lng': 125.5604853}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 9.174322199999999, 'lng': 125.5617274302915}, 'southwest': {'lat': 9.1650151, 'lng': 125.5590294697085}}}, 'place_id': 'ChIJC0DeAHSiATMR8dxOqWOKrgc', 'types': ['airport', 'establishment', 'point_of_interest', 'premise']}",9.170142799999999,125.5604853,"Doña Rosario Airport, AH26, Tubay, Agusan Del Norte, Philippines"
"June 26, 2016",RP-R1253,AGCAT G164-B,Forced landing due to Engine Failure,"Tadeco Airstrip I, Banan Plantation, Panabo City, Davao del Norte",On-going,Interim Report,http://www.caap.gov.ph?download=7953,"{'address_components': [{'long_name': 'Tadeco Road', 'short_name': 'Tadeco Rd', 'types': ['route']}, {'long_name': 'Panabo', 'short_name': 'Panabo', 'types': ['locality', 'political']}, {'long_name': 'Davao del Norte', 'short_name': 'Davao del Norte', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Davao Region', 'short_name': 'Davao Region', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Tadeco Rd, Panabo, Davao del Norte, Philippines', 'geometry': {'bounds': {'northeast': {'lat': 7.338699999999999, 'lng': 125.6860723}, 'southwest': {'lat': 7.304854499999999, 'lng': 125.6122817}}, 'location': {'lat': 7.332113499999998, 'lng': 125.6486799}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 7.338699999999999, 'lng': 125.6860723}, 'southwest': {'lat': 7.304854499999999, 'lng': 125.6122817}}}, 'partial_match': True, 'place_id': 'ChIJi29la3RG-TIRsULeg1muOHg', 'types': ['route']}",7.332113499999998,125.6486799,"Tadeco Rd, Panabo, Davao del Norte, Philippines"
"June 10, 2016",RP-C337,Sikorsky 269C-1,Encountered sudden burst of strong winds during landing,"Brgy. Canarvacanan, Binalonan, Pangasinan",On-going,Interim Report,http://www.caap.gov.ph?download=7956,"{'address_components': [{'long_name': 'Brgy Road', 'short_name': 'Brgy Rd', 'types': ['route']}, {'long_name': 'Binalonan', 'short_name': 'Binalonan', 'types': ['locality', 'political']}, {'long_name': 'Pangasinan', 'short_name': 'Pangasinan', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ilocos Region', 'short_name': 'Ilocos Region', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Brgy Rd, Binalonan, Pangasinan, Philippines', 'geometry': {'bounds': {'northeast': {'lat': 16.055104, 'lng': 120.5928471}, 'southwest': {'lat': 16.0547206, 'lng': 120.591096}}, 'location': {'lat': 16.0550694, 'lng': 120.5928111}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 16.0562612802915, 'lng': 120.5933205302915}, 'southwest': {'lat': 16.0535633197085, 'lng': 120.5906225697085}}}, 'place_id': 'EhRCcmd5IFJkLCBQaGlsaXBwaW5lcyIuKiwKFAoSCemO1rdIFJEzEfppsGq7pM9PEhQKEgm10OQcThSRMxEigMzdxv2d2Q', 'types': ['route']}",16.0550694,120.5928111,"Brgy Rd, Binalonan, Pangasinan, Philippines"
"April 13, 2016",RP-R3028,"Allied Ag Cat Production, Inc. G-164A",Collision with guy wire,"Jessica Farm, Panabo City, Davao Del Norte",Completed,Summary,http://www.caap.gov.ph?download=6538,"{'address_components': [{'long_name': 'Panabo', 'short_name': 'Panabo', 'types': ['locality', 'political']}, {'long_name': 'Davao del Norte', 'short_name': 'Davao del Norte', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Davao Region', 'short_name': 'Davao Region', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Panabo, Davao del Norte, Philippines', 'geometry': {'bounds': {'northeast': {'lat': 7.4370284, 'lng': 125.7371521}, 'southwest': {'lat': 7.2357858, 'lng': 125.5579376}}, 'location': {'lat': 7.3087068, 'lng': 125.6841178}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 7.4370284, 'lng': 125.7371521}, 'southwest': {'lat': 7.2357858, 'lng': 125.5579376}}}, 'partial_match': True, 'place_id': 'ChIJ_-hpYFpE-TIRULmUr9KGfG0', 'types': ['locality', 'political']}",7.3087068,125.6841178,"Panabo, Davao del Norte, Philippines"
